UCNEGME_ID_NEGOCIO~UCNEGME_ID_MEDIADO~UCNEGME_F_ALTA~UCNEGME_F_BAJA~UCNEGME_TS_ULT_MOD~UCNEGME_ID_USER_MO~UCNEGME_ID_EMPRESA~FEC_GENERACION~F_CARGA
00043000~100441~2013-11-15~2050-12-31~2013-12-03 10:39:10.481598~PREMAMA ~3~2013-12-03 10:39:10.484352~2013-12-04 07:16:00
00043001~100441~2013-11-15~2050-12-31~2013-12-03 10:39:10.512322~PREMAMA ~3~2013-12-03 10:39:10.512336~2013-12-04 07:16:00
00045000~100441~2013-11-15~2050-12-31~2013-12-03 12:58:45.998415~PREMAMA ~3~2013-12-03 12:58:46.001120~2013-12-04 07:16:00
00045001~100441~2013-11-15~2050-12-31~2013-12-03 12:58:46.038666~PREMAMA ~3~2013-12-03 12:58:46.038672~2013-12-04 07:16:00
00045002~100441~2013-11-15~2050-12-31~2013-12-19 17:48:12.501274~PREMAMA ~3~2013-12-19 17:48:12.503632~2013-12-20 01:17:00
00045003~100441~2013-11-15~2050-12-31~2013-12-19 17:55:49.064545~PREMAMA ~3~2013-12-19 17:55:49.064640~2013-12-20 01:17:00
00045004~100441~2013-11-15~2050-12-31~2013-12-19 18:02:21.085829~PREMAMA ~3~2013-12-19 18:02:21.085888~2013-12-20 01:17:00
00045005~100441~2013-11-15~2050-12-31~2013-12-19 18:20:33.528990~PREMAMA ~3~2013-12-19 18:20:33.531904~2013-12-20 01:17:00
00045006~100441~2013-11-15~2050-12-31~2014-04-30 10:20:36.815247~PREMAMA ~3~2014-04-30 10:20:36.821008~2014-05-01 01:12:00
00046000~100441~2013-12-03~2050-12-31~2013-12-03 16:19:35.379136~PREMAMA ~3~2013-12-03 16:19:35.380432~2013-12-04 07:16:00
00046001~100441~2013-12-03~2050-12-31~2013-12-03 16:19:35.411972~PREMAMA ~3~2013-12-03 16:19:35.411984~2013-12-04 07:16:00
00046002~100441~2013-12-03~2050-12-31~2013-12-03 17:07:46.141693~PREMAMA ~3~2013-12-03 17:07:46.143968~2013-12-04 07:16:00
00047000~100553~2013-12-01~2050-12-31~2013-12-03 18:01:34.812141~PREMAMA ~3~2013-12-03 18:01:34.815152~2013-12-04 07:16:00
00047001~100553~2013-12-01~2050-12-31~2013-12-03 18:01:34.844879~PREMAMA ~3~2013-12-03 18:01:34.844896~2013-12-04 07:16:00
00047002~100553~2013-12-09~2050-12-31~2013-12-09 09:07:53.482950~PREMAMA ~3~2013-12-09 09:07:53.497744~2013-12-10 01:04:00
00047003~100553~2013-12-09~2050-12-31~2013-12-09 11:21:15.129029~PREMAMA ~3~2013-12-09 11:21:15.130736~2013-12-10 01:04:00
00047004~100553~2013-12-01~2050-12-31~2013-12-09 11:26:51.006344~PREMAMA ~3~2013-12-09 11:26:51.006416~2013-12-10 01:04:00
00047005~100553~2013-12-01~2050-12-31~2013-12-09 11:32:25.028343~PREMAMA ~3~2013-12-09 11:32:25.028416~2013-12-10 01:04:00
00048000~100249~2013-12-01~2050-12-31~2013-12-04 13:26:30.476820~PREMAMA ~3~2013-12-04 13:26:30.488336~2013-12-05 01:23:00
00048001~100249~2013-12-01~2050-12-31~2013-12-04 13:26:30.557418~PREMAMA ~3~2013-12-04 13:26:30.557440~2013-12-05 01:23:00
00048002~100249~2013-12-01~2050-12-31~2013-12-04 16:23:27.838195~PREMAMA ~3~2013-12-04 16:23:27.840608~2013-12-05 01:23:00
00048003~100249~2013-12-01~2050-12-31~2013-12-04 16:31:31.672634~PREMAMA ~3~2013-12-04 16:31:31.672848~2013-12-05 01:23:00
00049000~100701~2013-12-01~2050-12-31~2013-12-05 09:34:15.035390~PREMAMA ~3~2013-12-05 09:34:15.051392~2013-12-06 01:06:00
00049001~100701~2013-12-01~2050-12-31~2013-12-05 09:34:15.152043~PREMAMA ~3~2013-12-05 09:34:15.152048~2013-12-06 01:06:00
00050000~100009~2013-12-05~2050-12-31~2013-12-05 15:43:06.632152~PREMAMA ~3~2013-12-05 15:43:06.635056~2013-12-06 01:06:00
00050001~100001~2018-02-26~2018-02-26~2018-02-26 12:20:20.448343~PRDLOMO ~3~2018-02-26 12:20:24.736640~2018-02-27 01:13:00
00050001~100009~2013-12-05~2018-02-26~2013-12-05 15:43:06.657576~PREMAMA ~3~2018-02-26 12:20:20.448272~2018-02-27 01:13:00
00050001~100009~2018-02-26~2050-12-31~2018-02-26 12:20:24.736683~PRDLOMO ~3~2018-02-26 12:20:24.736688~2018-02-27 01:13:00
00062000~100104~2013-12-09~2050-12-31~2013-12-09 12:54:52.651750~PREMAMA ~3~2013-12-09 12:54:52.655200~2013-12-10 01:04:00
00062001~100104~2013-12-09~2050-12-31~2013-12-09 12:54:52.700539~PREMAMA ~3~2013-12-09 12:54:52.700560~2013-12-10 01:04:00
00062002~100104~2013-12-09~2050-12-31~2013-12-09 13:10:38.157236~PREMAMA ~3~2013-12-09 13:10:38.159712~2013-12-10 01:04:00
00065000~100497~2013-12-01~2050-12-31~2013-12-11 12:02:12.606851~PREMAMA ~3~2013-12-11 12:02:12.614848~2013-12-12 01:06:00
00065001~100497~2013-12-01~2050-12-31~2013-12-11 12:02:12.664743~PREMAMA ~3~2013-12-11 12:02:12.664768~2013-12-12 01:06:00
00065002~100497~2013-12-01~2050-12-31~2013-12-11 12:22:20.266643~PREMAMA ~3~2013-12-11 12:22:20.268896~2013-12-12 01:06:00
00066000~100828~2013-12-01~2050-12-31~2013-12-12 11:28:05.394554~PREMAMA ~3~2013-12-12 11:28:05.401888~2013-12-13 01:04:00
00066001~100828~2013-12-01~2050-12-31~2013-12-12 11:28:05.443573~PREMAMA ~3~2013-12-12 11:28:05.443584~2013-12-13 01:04:00
00072000~100518~2013-12-13~2050-12-31~2013-12-13 09:30:56.940341~PREMAMA ~3~2013-12-13 09:30:56.945264~2013-12-14 01:05:00
00072001~100518~2013-12-13~2050-12-31~2013-12-13 09:30:56.992279~PREMAMA ~3~2013-12-13 09:30:56.992288~2013-12-14 01:05:00
00072002~100518~2013-12-13~2050-12-31~2013-12-13 09:47:04.083976~PREMAMA ~3~2013-12-13 09:47:04.087056~2013-12-14 01:05:00
00072003~100518~2013-12-13~2050-12-31~2013-12-13 09:57:46.491779~PREMAMA ~3~2013-12-13 09:57:46.492912~2013-12-14 01:05:00
00076000~100014~2013-06-01~2050-12-31~2013-12-13 12:58:20.041801~PREMAMA ~3~2013-12-13 12:58:20.044608~2013-12-14 01:05:00
00076001~100014~2013-06-01~2050-12-31~2013-12-13 12:58:20.079075~PREMAMA ~3~2013-12-13 12:58:20.079088~2013-12-14 01:05:00
00077000~100014~2013-11-01~2050-12-31~2013-12-13 13:15:27.265859~PREMAMA ~3~2013-12-13 13:15:27.268320~2013-12-14 01:05:00
00077001~100014~2013-11-01~2050-12-31~2013-12-13 13:15:27.296325~PREMAMA ~3~2013-12-13 13:15:27.296352~2013-12-14 01:05:00
00081000~100794~2013-12-16~2050-12-31~2013-12-16 10:02:37.983627~PREMAMA ~3~2013-12-16 10:02:37.986640~2013-12-17 01:04:00
00081001~100794~2013-12-16~2050-12-31~2013-12-16 10:02:38.035589~PREMAMA ~3~2013-12-16 10:02:38.035600~2013-12-17 01:04:00
00082000~100794~2013-12-01~2050-12-31~2013-12-16 10:22:19.963699~PREMAMA ~3~2013-12-16 10:22:19.966256~2013-12-17 01:04:00
00082001~100794~2013-12-01~2050-12-31~2013-12-16 10:22:19.989738~PREMAMA ~3~2013-12-16 10:22:19.989744~2013-12-17 01:04:00
00082002~100794~2013-12-01~2050-12-31~2013-12-16 10:29:41.078656~PREMAMA ~3~2013-12-16 10:29:41.078816~2013-12-17 01:04:00
00083000~100033~2013-12-11~2050-12-31~2013-12-16 11:37:52.224405~PREMAMA ~1~2013-12-16 11:37:52.234288~2013-12-17 01:04:00
00083001~100033~2013-12-11~2050-12-31~2013-12-16 11:37:52.271076~PREMAMA ~1~2013-12-16 11:37:52.271088~2013-12-17 01:04:00
00083002~100033~2013-12-11~2050-12-31~2013-12-16 11:44:28.003821~PREMAMA ~1~2013-12-16 11:44:28.003872~2013-12-17 01:04:00
00083003~100033~2013-12-11~2050-12-31~2013-12-16 11:46:25.077111~PREMAMA ~1~2013-12-16 11:46:25.077184~2013-12-17 01:04:00
00086000~100344~2013-12-01~2050-12-31~2013-12-17 16:34:16.982345~PREMAMA ~3~2013-12-17 16:34:16.988576~2013-12-18 01:51:00
00086001~100344~2013-12-01~2050-12-31~2013-12-17 16:34:17.022315~PREMAMA ~3~2013-12-17 16:34:17.022336~2013-12-18 01:51:00
00087000~100625~2013-12-17~2050-12-31~2013-12-17 16:52:07.292261~PREMAMA ~3~2013-12-17 16:52:07.293376~2013-12-18 01:51:00
00087001~100625~2013-12-17~2050-12-31~2013-12-17 16:52:07.319928~PREMAMA ~3~2013-12-17 16:52:07.319968~2013-12-18 01:51:00
00087002~100625~2015-03-11~2050-12-31~2015-03-11 12:39:46.007992~PREMAMA ~3~2015-03-11 12:39:46.008096~2015-03-12 01:15:00
00088000~100625~2013-12-17~2050-12-31~2013-12-17 17:02:31.242027~PREMAMA ~3~2013-12-17 17:02:31.242080~2013-12-18 01:51:00
00088001~100625~2013-12-17~2050-12-31~2013-12-17 17:02:31.268443~PREMAMA ~3~2013-12-17 17:02:31.268448~2013-12-18 01:51:00
00089000~100625~2013-12-17~2050-12-31~2013-12-17 17:09:44.063684~PREMAMA ~3~2013-12-17 17:09:44.063744~2013-12-18 01:51:00
00089001~100625~2013-12-17~2050-12-31~2013-12-17 17:09:44.084382~PREMAMA ~3~2013-12-17 17:09:44.084384~2013-12-18 01:51:00
00090000~100625~2013-12-17~2050-12-31~2013-12-17 17:29:34.768308~PREMAMA ~3~2013-12-17 17:29:34.770880~2013-12-18 01:51:00
00090001~100625~2013-12-17~2050-12-31~2013-12-17 17:29:34.797742~PREMAMA ~3~2013-12-17 17:29:34.797760~2013-12-18 01:51:00
00091000~100625~2013-12-17~2050-12-31~2013-12-17 17:36:39.154760~PREMAMA ~3~2013-12-17 17:36:39.154832~2013-12-18 01:51:00
00091001~100625~2013-12-17~2050-12-31~2013-12-17 17:36:39.175260~PREMAMA ~3~2013-12-17 17:36:39.175264~2013-12-18 01:51:00
00092000~100625~2013-12-17~2050-12-31~2013-12-17 17:44:09.034521~PREMAMA ~3~2013-12-17 17:44:09.034576~2013-12-18 01:51:00
00092001~100625~2013-12-17~2050-12-31~2013-12-17 17:44:09.053991~PREMAMA ~3~2013-12-17 17:44:09.054000~2013-12-18 01:51:00
00093000~100625~2013-12-17~2050-12-31~2013-12-17 18:07:07.065722~PREMAMA ~3~2013-12-17 18:07:07.067040~2013-12-18 01:51:00
00093001~100625~2013-12-17~2050-12-31~2013-12-17 18:07:07.096075~PREMAMA ~3~2013-12-17 18:07:07.096096~2013-12-18 01:51:00
00094000~100625~2013-12-17~2050-12-31~2013-12-17 18:22:25.797155~PREMAMA ~3~2013-12-17 18:22:25.801776~2013-12-18 01:51:00
00094001~100625~2013-12-17~2050-12-31~2013-12-17 18:22:25.824982~PREMAMA ~3~2013-12-17 18:22:25.824992~2013-12-18 01:51:00
00095000~100574~2013-12-18~2050-12-31~2013-12-18 09:45:11.192367~PREMAMA ~3~2013-12-18 09:45:11.200464~2013-12-19 01:13:00
00095001~100001~2014-01-07~2014-01-07~2014-01-07 17:20:20.319868~PREMAMA ~3~2014-01-07 17:20:57.164096~2014-01-08 01:05:00
00095001~100574~2013-12-18~2014-01-07~2013-12-18 09:45:11.227269~PREMAMA ~3~2014-01-07 17:20:20.319632~2014-01-08 01:05:00
00095001~100574~2014-01-07~2050-12-31~2014-01-07 17:20:57.164276~PREMAMA ~3~2014-01-07 17:20:57.164352~2014-01-08 01:05:00
00095002~100001~2014-01-07~2014-01-07~2014-01-07 17:26:11.831184~PREMAMA ~3~2014-01-07 17:26:26.860480~2014-01-08 01:05:00
00095002~100574~2013-12-18~2014-01-07~2013-12-18 09:58:39.450793~PREMAMA ~3~2014-01-07 17:26:11.831056~2014-01-08 01:05:00
00095002~100574~2014-01-07~2050-12-31~2014-01-07 17:26:26.860581~PREMAMA ~3~2014-01-07 17:26:26.860608~2014-01-08 01:05:00
00095003~100001~2014-01-07~2014-01-07~2014-01-07 17:26:34.676733~PREMAMA ~3~2014-01-07 17:26:53.024336~2014-01-08 01:05:00
00095003~100574~2013-12-18~2014-01-07~2013-12-19 10:18:30.163513~PREMAMA ~3~2014-01-07 17:26:34.676448~2014-01-08 01:05:00
00095003~100574~2014-01-07~2050-12-31~2014-01-07 17:26:53.024502~PREMAMA ~3~2014-01-07 17:26:53.024544~2014-01-08 01:05:00
00095004~100001~2014-01-07~2014-01-07~2014-01-07 17:27:01.092546~PREMAMA ~3~2014-01-07 17:27:19.008848~2014-01-08 01:05:00
00095004~100574~2013-12-18~2014-01-07~2013-12-19 10:44:03.412655~PREMAMA ~3~2014-01-07 17:27:01.092464~2014-01-08 01:05:00
00095004~100574~2014-01-07~2050-12-31~2014-01-07 17:27:19.008982~PREMAMA ~3~2014-01-07 17:27:19.009024~2014-01-08 01:05:00
00096000~100497~2013-12-18~2050-12-31~2013-12-18 11:12:49.927671~PREMAMA ~3~2013-12-18 11:12:49.928992~2013-12-19 01:13:00
00096001~100497~2013-12-18~2050-12-31~2013-12-18 11:12:49.958211~PREMAMA ~3~2013-12-18 11:12:49.958224~2013-12-19 01:13:00
00096002~100497~2013-12-18~2050-12-31~2013-12-23 18:04:58.539756~PREMAMA ~3~2013-12-23 18:04:58.542176~2013-12-24 01:06:00
00097000~100011~2013-12-18~2050-12-31~2013-12-18 11:45:25.897576~PREMAMA ~3~2013-12-18 11:45:25.903088~2013-12-19 01:13:00
00097001~100011~2013-12-18~2050-12-31~2013-12-18 11:45:25.941623~PREMAMA ~3~2013-12-18 11:45:25.941696~2013-12-19 01:13:00
00097002~100011~2013-12-18~2050-12-31~2013-12-18 12:05:38.902944~PREMAMA ~3~2013-12-18 12:05:38.905952~2013-12-19 01:13:00
00097003~100011~2013-12-18~2050-12-31~2015-01-02 13:46:27.591795~PREMAMA ~3~2015-01-02 13:46:27.593936~2015-01-03 01:25:00
00097004~100011~2013-12-18~2050-12-31~2015-01-05 15:00:46.313934~PREMAMA ~3~2015-01-05 15:00:46.316432~2015-01-06 03:39:00
00097005~100011~2014-12-22~2050-12-31~2015-01-05 15:03:17.585702~PREMAMA ~3~2015-01-05 15:03:17.585760~2015-01-06 03:39:00
00099000~100813~2013-11-29~2050-12-31~2013-12-19 08:55:36.045342~PGWAANEG~3~2013-12-19 08:55:36.051584~2013-12-20 01:17:00
00099001~100813~2013-11-29~2050-12-31~2013-12-19 08:55:36.078777~PGWAANEG~3~2013-12-19 08:55:36.078784~2013-12-20 01:17:00
00100000~100009~2013-12-19~2050-12-31~2013-12-19 10:02:14.527521~PREMAMA ~3~2013-12-19 10:02:14.529920~2013-12-20 01:17:00
00100001~100009~2013-12-19~2050-12-31~2013-12-19 10:02:14.558521~PREMAMA ~3~2013-12-19 10:02:14.558528~2013-12-20 01:17:00
00104000~100073~2013-12-19~2050-12-31~2013-12-19 17:29:09.721403~PREMAMA ~3~2013-12-19 17:29:09.725680~2013-12-20 01:17:00
00104001~100073~2013-12-19~2050-12-31~2013-12-19 17:29:09.756387~PREMAMA ~3~2013-12-19 17:29:09.756400~2013-12-20 01:17:00
00105000~100556~2011-11-01~2050-12-31~2013-12-20 09:52:21.974563~PREMAMA ~3~2013-12-20 09:52:21.979424~2013-12-21 01:09:00
00105001~100556~2011-11-01~2050-12-31~2013-12-20 09:52:22.024713~PREMAMA ~3~2013-12-20 09:52:22.024720~2013-12-21 01:09:00
00121000~100784~2013-12-23~2050-12-31~2013-12-23 17:44:14.016143~PREMAMA ~3~2013-12-23 17:44:14.017392~2013-12-24 01:06:00
00121001~100784~2013-12-23~2050-12-31~2013-12-23 17:44:14.046687~PREMAMA ~3~2013-12-23 17:44:14.046704~2013-12-24 01:06:00
00121002~100784~2013-12-23~2050-12-31~2013-12-23 17:52:41.660457~PREMAMA ~3~2013-12-23 17:52:41.660512~2013-12-24 01:06:00
00122000~100441~2013-12-23~2050-12-31~2013-12-23 18:29:59.580825~PREMAMA ~3~2013-12-23 18:29:59.584272~2013-12-24 01:06:00
00122001~100441~2013-12-23~2050-12-31~2013-12-23 18:29:59.607573~PREMAMA ~3~2013-12-23 18:29:59.607584~2013-12-24 01:06:00
00122002~100441~2013-12-23~2050-12-31~2013-12-23 18:36:32.197853~PREMAMA ~3~2013-12-23 18:36:32.197920~2013-12-24 01:06:00
00123000~100344~2013-12-23~2050-12-31~2013-12-23 19:01:19.621132~PREMAMA ~3~2013-12-23 19:01:19.622320~2013-12-24 01:06:00
00123001~100344~2013-12-23~2050-12-31~2013-12-23 19:01:19.649020~PREMAMA ~3~2013-12-23 19:01:19.649024~2013-12-24 01:06:00
00124000~100344~2013-12-24~2050-12-31~2013-12-24 08:42:50.560650~PREMAMA ~3~2013-12-24 08:42:50.566672~2013-12-25 01:05:00
00124001~100344~2013-12-24~2050-12-31~2013-12-24 08:42:50.595292~PREMAMA ~3~2013-12-24 08:42:50.595296~2013-12-25 01:05:00
00125000~100150~2013-12-24~2050-12-31~2013-12-24 09:36:59.304474~PREMAMA ~3~2013-12-24 09:36:59.306576~2013-12-25 01:05:00
00125001~100150~2013-12-24~2050-12-31~2013-12-24 09:36:59.342693~PREMAMA ~3~2013-12-24 09:36:59.342704~2013-12-25 01:05:00
00125002~100150~2013-12-24~2050-12-31~2013-12-26 15:56:16.976621~PREMAMA ~3~2013-12-26 15:56:16.980832~2013-12-27 09:15:00
00126000~100337~2013-12-24~2050-12-31~2013-12-24 10:21:36.490464~PREMAMA ~3~2013-12-24 10:21:36.491776~2013-12-25 01:05:00
00126001~100337~2013-12-24~2050-12-31~2013-12-24 10:21:36.519315~PREMAMA ~3~2013-12-24 10:21:36.519328~2013-12-25 01:05:00
00127000~100813~2013-12-24~2050-12-31~2013-12-24 10:45:12.625168~PREMAMA ~3~2013-12-24 10:45:12.627136~2013-12-25 01:05:00
00127001~100813~2013-12-24~2050-12-31~2013-12-24 10:45:12.653292~PREMAMA ~3~2013-12-24 10:45:12.653296~2013-12-25 01:05:00
00127002~100813~2013-12-24~2050-12-31~2013-12-24 11:02:41.089251~PREMAMA ~3~2013-12-24 11:02:41.091456~2013-12-25 01:05:00
00128000~100025~2013-12-24~2050-12-31~2013-12-24 11:38:36.874865~PREMAMA ~3~2013-12-24 11:38:36.876832~2013-12-25 01:05:00
00128001~100025~2013-12-24~2050-12-31~2013-12-24 11:38:36.901227~PREMAMA ~3~2013-12-24 11:38:36.901232~2013-12-25 01:05:00
00128002~100025~2013-12-24~2050-12-31~2013-12-27 13:23:47.595147~PREMAMA ~3~2013-12-27 13:23:47.597760~2013-12-28 13:18:00
00128003~100025~2013-12-24~2050-12-31~2013-12-30 16:09:01.337497~PREMAMA ~3~2013-12-30 16:09:01.342816~2013-12-31 01:06:00
00129000~100073~2013-12-24~2050-12-31~2013-12-24 12:18:18.776200~PREMAMA ~3~2013-12-24 12:18:18.778368~2013-12-25 01:05:00
00129001~100073~2013-12-24~2050-12-31~2013-12-24 12:18:18.806709~PREMAMA ~3~2013-12-24 12:18:18.806720~2013-12-25 01:05:00
00129002~100073~2013-12-24~2050-12-31~2013-12-24 12:33:14.838473~PREMAMA ~3~2013-12-24 12:33:14.841376~2013-12-25 01:05:00
00130000~100414~2013-12-26~2050-12-31~2013-12-26 09:15:07.340070~PREMAMA ~3~2013-12-26 09:15:07.345648~2013-12-27 09:15:00
00130001~100414~2013-12-26~2050-12-31~2013-12-26 09:15:07.402338~PREMAMA ~3~2013-12-26 09:15:07.402400~2013-12-27 09:15:00
00130002~100414~2013-12-26~2050-12-31~2013-12-26 09:41:43.601693~PREMAMA ~3~2013-12-26 09:41:43.604176~2013-12-27 09:15:00
00130003~100414~2013-12-26~2050-12-31~2013-12-26 09:57:39.613036~PREMAMA ~3~2013-12-26 09:57:39.615072~2013-12-27 09:15:00
00130004~100414~2013-12-26~2050-12-31~2013-12-26 10:02:13.763964~PREMAMA ~3~2013-12-26 10:02:13.764016~2013-12-27 09:15:00
00131000~100414~2013-12-26~2050-12-31~2013-12-26 10:20:01.024167~PREMAMA ~3~2013-12-26 10:20:01.026288~2013-12-27 09:15:00
00131001~100414~2013-12-26~2050-12-31~2013-12-26 10:20:01.054059~PREMAMA ~3~2013-12-26 10:20:01.054064~2013-12-27 09:15:00
00131002~100414~2013-12-26~2050-12-31~2013-12-26 10:33:30.633803~PREMAMA ~3~2013-12-26 10:33:30.637216~2013-12-27 09:15:00
00132000~100414~2013-12-26~2050-12-31~2013-12-26 10:41:58.245125~PREMAMA ~3~2013-12-26 10:41:58.245200~2013-12-27 09:15:00
00132001~100414~2013-12-26~2050-12-31~2013-12-26 10:41:58.270164~PREMAMA ~3~2013-12-26 10:41:58.270176~2013-12-27 09:15:00
00132002~100414~2013-12-26~2050-12-31~2013-12-26 10:54:16.184128~PREMAMA ~3~2013-12-26 10:54:16.187664~2013-12-27 09:15:00
00134000~100414~2013-12-26~2050-12-31~2013-12-26 10:57:32.466550~PREMAMA ~3~2013-12-26 10:57:32.466624~2013-12-27 09:15:00
00134001~100414~2013-12-26~2050-12-31~2013-12-26 10:57:32.494212~PREMAMA ~3~2013-12-26 10:57:32.494224~2013-12-27 09:15:00
00134002~100414~2013-12-26~2050-12-31~2013-12-26 11:03:17.045831~PREMAMA ~3~2013-12-26 11:03:17.045888~2013-12-27 09:15:00
00135000~100013~2013-12-26~2050-12-31~2013-12-26 11:43:47.812164~PREMAMA ~3~2013-12-26 11:43:47.815008~2013-12-27 09:15:00
00135001~100013~2013-12-26~2050-12-31~2013-12-26 11:43:47.851165~PREMAMA ~3~2013-12-26 11:43:47.851168~2013-12-27 09:15:00
00136000~100013~2013-12-26~2050-12-31~2013-12-26 12:07:18.316807~PREMAMA ~3~2013-12-26 12:07:18.319056~2013-12-27 09:15:00
00136001~100013~2013-12-26~2050-12-31~2013-12-26 12:07:18.345315~PREMAMA ~3~2013-12-26 12:07:18.345328~2013-12-27 09:15:00
00137000~100013~2013-12-26~2050-12-31~2013-12-26 12:30:06.706423~PREMAMA ~3~2013-12-26 12:30:06.707792~2013-12-27 09:15:00
